"rb";"nazivDobavljaca";"nazivPruzatelja";"oib";"adresaPruzatelja";"rbDatumRacuna";"brMedijskihUsluga";"iznosCijeneBezPopusta";"popustPostotak";"placeniIznosPopust";"obveznik_id"
"234";"MMB MEDIA AGENTUR D.O.O.";"LIDER";"61710439158";"SAVSKA CESTA 41, ZAGREB";"390/360 / 30.06.2020";"1";1444.45;0;1805.56;"1615286008"
"235";"MMB MEDIA AGENTUR D.O.O.";"LIDER";"61710439158";"SAVSKA CESTA 41, ZAGREB";"390/360 / 30.06.2020";"1";1444.45;0;1805.56;"1615286008"
"236";"MMB MEDIA AGENTUR D.O.O.";"LIDER";"61710439158";"SAVSKA CESTA 41, ZAGREB";"390/360 / 30.06.2020";"1";1444.45;0;1805.56;"1615286008"
"237";"MMB MEDIA AGENTUR D.O.O.";"LIDER";"61710439158";"SAVSKA CESTA 41, ZAGREB";"390/360 / 30.06.2020";"1";1444.45;0;1805.56;"1615286008"
"238";"MMB MEDIA AGENTUR D.O.O.";"LIDER";"61710439158";"SAVSKA CESTA 41, ZAGREB";"390/360 / 30.06.2020";"1";1444.42;0;1805.52;"1615286008"
"239";"MMB MEDIA AGENTUR D.O.O.";"LIDER.HR";"61710439158";"Trg žrtava fašizma 6, ZAGREB";"388/360 / 30.06.2020";"50000";666.66;0;833.33;"1615286008"
"240";"MMB MEDIA AGENTUR D.O.O.";"LIDER.HR";"61710439158";"Trg žrtava fašizma 6, ZAGREB";"388/360 / 30.06.2020";"833,33";666.66;0;833.33;"1615286008"
"241";"MMB MEDIA AGENTUR D.O.O.";"LIDER.HR";"61710439158";"Trg žrtava fašizma 6, ZAGREB";"388/360 / 30.06.2020";"50000";666.66;0;833.33;"1615286008"
"242";"MMB MEDIA AGENTUR D.O.O.";"LIDER.HR";"61710439158";"Trg žrtava fašizma 6, ZAGREB";"388/360 / 30.06.2020";"50000";666.66;0;833.33;"1615286008"
"243";"MMB MEDIA AGENTUR D.O.O.";"LIDER.HR";"61710439158";"Trg žrtava fašizma 6, ZAGREB";"388/360 / 30.06.2020";"50000";666.66;0;833.33;"1615286008"
"244";"MMB MEDIA AGENTUR D.O.O.";"LIDER.HR";"61710439158";"Trg žrtava fašizma 6, ZAGREB";"388/360 / 30.06.2020";"50000";666.66;0;833.33;"1615286008"
"245";"MMB MEDIA AGENTUR D.O.O.";"LIDER.HR";"61710439158";"Trg žrtava fašizma 6, ZAGREB";"388/360 / 30.06.2020";"50000";666.66;0;833.33;"1615286008"
"246";"MMB MEDIA AGENTUR D.O.O.";"LIDER.HR";"61710439158";"Trg žrtava fašizma 6, ZAGREB";"388/360 / 30.06.2020";"50000";666.66;0;833.33;"1615286008"
"247";"MMB MEDIA AGENTUR D.O.O.";"LIDER.HR";"61710439158";"Trg žrtava fašizma 6, ZAGREB";"388/360 / 30.06.2020";"50000";666.69;0;833.36;"1615286008"
"248";"MMB MEDIA AGENTUR D.O.O.";"LIST MEĐIMURJE";"61710439158";"ULICA ZRINSKO FRANKOPANSKA 10, ČAKOVEC";"390/360 / 30.06.2020";"1";3000;0;3750;"1615286008"
"249";"MMB MEDIA AGENTUR D.O.O.";"MREŽA TV";"61710439158";"KAMENARKA 30, ZAGREB";"392/360 / 30.06.2020";"51";3396;0;4245;"1615286008"
"250";"MMB MEDIA AGENTUR D.O.O.";"MREŽA TV";"61710439158";"KAMENARKA 30, ZAGREB";"392/360 / 30.06.2020";"51";3396;0;4245;"1615286008"
"251";"MMB MEDIA AGENTUR D.O.O.";"MREŽA TV";"61710439158";"KAMENARKA 30, ZAGREB";"392/360 / 30.06.2020";"51";3396;0;4245;"1615286008"
"252";"MMB MEDIA AGENTUR D.O.O.";"MREŽA TV";"61710439158";"KAMENARKA 30, ZAGREB";"392/360 / 30.06.2020";"51";3396;0;4245;"1615286008"
"253";"MMB MEDIA AGENTUR D.O.O.";"MREŽA TV";"61710439158";"KAMENARKA 30, ZAGREB";"392/360 / 30.06.2020";"51";3396;0;4245;"1615286008"
"254";"MMB MEDIA AGENTUR D.O.O.";"N1";"61710439158";"PAVLETIĆEVA 1, ZAGREB";"392/360 / 30.06.2020";"471";1666.6;0;2083.25;"1615286008"
"255";"MMB MEDIA AGENTUR D.O.O.";"N1";"61710439158";"PAVLETIĆEVA 1, ZAGREB";"392/360 / 30.06.2020";"471";1666.6;0;2083.25;"1615286008"
"256";"MMB MEDIA AGENTUR D.O.O.";"N1";"61710439158";"PAVLETIĆEVA 1, ZAGREB";"392/360 / 30.06.2020";"471";1666.6;0;2083.25;"1615286008"
"257";"MMB MEDIA AGENTUR D.O.O.";"N1";"61710439158";"PAVLETIĆEVA 1, ZAGREB";"392/360 / 30.06.2020";"471";1666.6;0;2083.25;"1615286008"
"258";"MMB MEDIA AGENTUR D.O.O.";"N1";"61710439158";"PAVLETIĆEVA 1, ZAGREB";"392/360 / 30.06.2020";"471";1666.6;0;2083.25;"1615286008"
"259";"MMB MEDIA AGENTUR D.O.O.";"N1";"61710439158";"PAVLETIĆEVA 1, ZAGREB";"392/360 / 30.06.2020";"471";1666.6;0;2083.25;"1615286008"
"260";"MMB MEDIA AGENTUR D.O.O.";"N1";"61710439158";"PAVLETIĆEVA 1, ZAGREB";"392/360 / 30.06.2020";"471";1666.6;0;2083.25;"1615286008"
"261";"MMB MEDIA AGENTUR D.O.O.";"N1";"61710439158";"PAVLETIĆEVA 1, ZAGREB";"392/360 / 30.06.2020";"471";1666.6;0;2083.25;"1615286008"
"262";"MMB MEDIA AGENTUR D.O.O.";"N1";"61710439158";"PAVLETIĆEVA 1, ZAGREB";"392/360 / 30.06.2020";"471";1666.6;0;2083.25;"1615286008"
"263";"MMB MEDIA AGENTUR D.O.O.";"NACIONAL";"61710439158";"MAKSIMIRSKA CESTA 120, ZAGREB";"390/360 / 30.06.2020";"1";766.34;0;957.92;"1615286008"
"264";"MMB MEDIA AGENTUR D.O.O.";"NACIONAL";"61710439158";"MAKSIMIRSKA CESTA 120, ZAGREB";"390/360 / 30.06.2020";"1";766.34;0;957.92;"1615286008"
"265";"MMB MEDIA AGENTUR D.O.O.";"NACIONAL";"61710439158";"MAKSIMIRSKA CESTA 120, ZAGREB";"390/360 / 30.06.2020";"1";766.34;0;957.92;"1615286008"
"266";"MMB MEDIA AGENTUR D.O.O.";"NACIONAL";"61710439158";"MAKSIMIRSKA CESTA 120, ZAGREB";"390/360 / 30.06.2020";"1";766.34;0;957.92;"1615286008"
"267";"MMB MEDIA AGENTUR D.O.O.";"NACIONAL";"61710439158";"MAKSIMIRSKA CESTA 120, ZAGREB";"390/360 / 30.06.2020";"1";766.34;0;957.92;"1615286008"
"268";"MMB MEDIA AGENTUR D.O.O.";"NACIONAL";"61710439158";"MAKSIMIRSKA CESTA 120, ZAGREB";"390/360 / 30.06.2020";"1";766.34;0;957.92;"1615286008"
"269";"MMB MEDIA AGENTUR D.O.O.";"NACIONAL";"61710439158";"MAKSIMIRSKA CESTA 120, ZAGREB";"390/360 / 30.06.2020";"1";766.34;0;957.92;"1615286008"
"270";"MMB MEDIA AGENTUR D.O.O.";"NACIONAL";"61710439158";"MAKSIMIRSKA CESTA 120, ZAGREB";"390/360 / 30.06.2020";"1";766.34;0;957.92;"1615286008"
"271";"MMB MEDIA AGENTUR D.O.O.";"NACIONAL";"61710439158";"MAKSIMIRSKA CESTA 120, ZAGREB";"390/360 / 30.06.2020";"1";766.31;0;957.89;"1615286008"
"272";"MMB MEDIA AGENTUR D.O.O.";"NARODNI RADIO";"61710439158";"Avenija Većeslava Holjevca 29, ZAGREB";"391/360 / 30.06.2020";"53";3387.21;0;4234.01;"1615286008"
"273";"MMB MEDIA AGENTUR D.O.O.";"NARODNI RADIO";"61710439158";"Avenija Većeslava Holjevca 29, ZAGREB";"391/360 / 30.06.2020";"53";3387.21;0;4234.01;"1615286008"
"274";"MMB MEDIA AGENTUR D.O.O.";"NARODNI RADIO";"61710439158";"Avenija Većeslava Holjevca 29, ZAGREB";"391/360 / 30.06.2020";"53";6774.42;0;8468.02;"1615286008"
"275";"MMB MEDIA AGENTUR D.O.O.";"NARODNI RADIO";"61710439158";"Avenija Većeslava Holjevca 29, ZAGREB";"391/360 / 30.06.2020";"53";3387.21;0;4234.01;"1615286008"
"276";"MMB MEDIA AGENTUR D.O.O.";"NARODNI RADIO";"61710439158";"Avenija Većeslava Holjevca 29, ZAGREB";"391/360 / 30.06.2020";"53";3387.21;0;4234.01;"1615286008"
"277";"MMB MEDIA AGENTUR D.O.O.";"NARODNI RADIO";"61710439158";"Avenija Većeslava Holjevca 29, ZAGREB";"391/360 / 30.06.2020";"53";3387.21;0;4234.01;"1615286008"
"278";"MMB MEDIA AGENTUR D.O.O.";"NARODNI RADIO";"61710439158";"Avenija Većeslava Holjevca 29, ZAGREB";"391/360 / 30.06.2020";"53";3387.21;0;4234.01;"1615286008"
"279";"MMB MEDIA AGENTUR D.O.O.";"NOVA TV";"61710439158";"REMETINEČKA CESTA 139, ZAGREB";"392/360 / 30.06.2020";"103";77500;0;96875;"1615286008"
"280";"MMB MEDIA AGENTUR D.O.O.";"NOVA TV";"61710439158";"REMETINEČKA CESTA 139, ZAGREB";"392/360 / 30.06.2020";"103";77500;0;96875;"1615286008"
"281";"MMB MEDIA AGENTUR D.O.O.";"NOVA TV";"61710439158";"REMETINEČKA CESTA 139, ZAGREB";"392/360 / 30.06.2020";"103";77500;0;96875;"1615286008"
"282";"MMB MEDIA AGENTUR D.O.O.";"NOVA TV";"61710439158";"REMETINEČKA CESTA 139, ZAGREB";"392/360 / 30.06.2020";"103";77500;0;96875;"1615286008"
"283";"MMB MEDIA AGENTUR D.O.O.";"NOVA TV";"61710439158";"REMETINEČKA CESTA 139, ZAGREB";"392/360 / 30.06.2020";"103";77500;0;96875;"1615286008"
"284";"MMB MEDIA AGENTUR D.O.O.";"NOVA TV";"61710439158";"REMETINEČKA CESTA 139, ZAGREB";"392/360 / 30.06.2020";"103";77500;0;96875;"1615286008"
"285";"MMB MEDIA AGENTUR D.O.O.";"NOVA TV";"61710439158";"REMETINEČKA CESTA 139, ZAGREB";"392/360 / 30.06.2020";"103";77500;0;96875;"1615286008"
"286";"MMB MEDIA AGENTUR D.O.O.";"NOVA TV";"61710439158";"REMETINEČKA CESTA 139, ZAGREB";"392/360 / 30.06.2020";"103";77500;0;96875;"1615286008"
"287";"MMB MEDIA AGENTUR D.O.O.";"NOVA TV";"61710439158";"REMETINEČKA CESTA 139, ZAGREB";"392/360 / 30.06.2020";"103";77500;0;96875;"1615286008"
"288";"MMB MEDIA AGENTUR D.O.O.";"NOVI LIST";"61710439158";"ZVONIMIROVA 20A, RIJEKA";"390/360 / 30.06.2020";"1";4293.6;0;5367;"1615286008"
"289";"MMB MEDIA AGENTUR D.O.O.";"NOVI RADIO ZADAR";"61710439158";"SPLITSKA UL 3, ZADAR";"391/360 / 30.06.2020";"67";9858.42;0;12323.03;"1615286008"
"290";"MMB MEDIA AGENTUR D.O.O.";"OTVORENI RADIO";"61710439158";"Cebini 28/III, ZAGREB";"391/360 / 30.06.2020";"53";3061.8;0;3827.25;"1615286008"
"291";"MMB MEDIA AGENTUR D.O.O.";"OTVORENI RADIO";"61710439158";"Cebini 28/III, ZAGREB";"391/360 / 30.06.2020";"53";1530.9;0;1913.63;"1615286008"
"292";"MMB MEDIA AGENTUR D.O.O.";"OTVORENI RADIO";"61710439158";"Cebini 28/III, ZAGREB";"391/360 / 30.06.2020";"53";3061.8;0;3827.25;"1615286008"
"293";"MMB MEDIA AGENTUR D.O.O.";"OTVORENI RADIO";"61710439158";"Cebini 28/III, ZAGREB";"391/360 / 30.06.2020";"53";4592.7;0;5740.87;"1615286008"
"294";"MMB MEDIA AGENTUR D.O.O.";"OTVORENI RADIO";"61710439158";"Cebini 28/III, ZAGREB";"391/360 / 30.06.2020";"53";3061.8;0;3827.25;"1615286008"
"295";"MMB MEDIA AGENTUR D.O.O.";"OTVORENI RADIO";"61710439158";"Cebini 28/III, ZAGREB";"391/360 / 30.06.2020";"53";3061.8;0;3827.25;"1615286008"
"296";"MMB MEDIA AGENTUR D.O.O.";"OTVORENI RADIO";"61710439158";"Cebini 28/III, ZAGREB";"391/360 / 30.06.2020";"53";3061.8;0;3827.25;"1615286008"
"297";"MMB MEDIA AGENTUR D.O.O.";"OTVORENI RADIO";"61710439158";"Cebini 28/III, ZAGREB";"391/360 / 30.06.2020";"53";3061.8;0;3827.25;"1615286008"
"298";"MMB MEDIA AGENTUR D.O.O.";"OTVORENI RADIO";"61710439158";"Cebini 28/III, ZAGREB";"391/360 / 30.06.2020";"53";3061.78;0;3827.23;"1615286008"
"299";"MMB MEDIA AGENTUR D.O.O.";"PODRAVSKI RADIO";"61710439158";"KRALJA TOMISLAVA 2, ĐURĐEVAC";"391/360 / 30.06.2020";"67";3049.5;0;3811.87;"1615286008"
"300";"MMB MEDIA AGENTUR D.O.O.";"POMORSKI RADIO";"61710439158";"NAUTIČKA 3, BAKAR";"391/360 / 30.06.2020";"67";3273.62;0;4092.02;"1615286008"
"301";"MMB MEDIA AGENTUR D.O.O.";"PRIGORSKI GLASNIK";"61710439158";"BREGOVITA ULICA 18, ŠENKOVEC";"390/360 / 30.06.2020";"1";1800;0;2250;"1615286008"
"302";"MMB MEDIA AGENTUR D.O.O.";"RADIO 057";"61710439158";"C.F. Bianchija 2, ZADAR";"391/360 / 30.06.2020";"53";6884.09;0;8605.11;"1615286008"
"303";"MMB MEDIA AGENTUR D.O.O.";"RADIO 1";"61710439158";"TRG REPUBLIKE 6, ČAKOVEC";"391/360 / 30.06.2020";"67";4282.69;0;5353.36;"1615286008"
"304";"MMB MEDIA AGENTUR D.O.O.";"RADIO 101";"61710439158";"Ljudevita Gaja 10, ZAGREB";"391/360 / 30.06.2020";"53";5228.82;0;6536.02;"1615286008"
"305";"MMB MEDIA AGENTUR D.O.O.";"RADIO 101";"61710439158";"Ljudevita Gaja 10, ZAGREB";"391/360 / 30.06.2020";"53";5228.82;0;6536.02;"1615286008"
"306";"MMB MEDIA AGENTUR D.O.O.";"RADIO 101";"61710439158";"Ljudevita Gaja 10, ZAGREB";"391/360 / 30.06.2020";"53";5228.82;0;6536.02;"1615286008"
"307";"MMB MEDIA AGENTUR D.O.O.";"RADIO 101";"61710439158";"Ljudevita Gaja 10, ZAGREB";"391/360 / 30.06.2020";"53";5228.82;0;6536.02;"1615286008"
"308";"MMB MEDIA AGENTUR D.O.O.";"RADIO 105";"61710439158";"BRAĆE RADIĆA 23, SELNICA";"391/360 / 30.06.2020";"67";5704.03;0;7130.04;"1615286008"
"309";"MMB MEDIA AGENTUR D.O.O.";"RADIO BARANJA";"61710439158";"TRG SLOBODE 32/3, BELI MANASTIR";"391/360 / 30.06.2020";"21";1218.26;0;1522.82;"1615286008"
"310";"MMB MEDIA AGENTUR D.O.O.";"RADIO CENTAR- STUDIO POREČ";"61710439158";"VITOMIRA ŠIRILA PAJE 18, POREČ";"391/360 / 30.06.2020";"67";5064.45;0;6330.56;"1615286008"
"311";"MMB MEDIA AGENTUR D.O.O.";"RADIO DALMACIJA";"61710439158";"Kralja Zvonimira 14/II, SPLIT";"391/360 / 30.06.2020";"53";9654.14;0;12067.68;"1615286008"
"312";"MMB MEDIA AGENTUR D.O.O.";"RADIO DALMACIJA";"61710439158";"Kralja Zvonimira 14/II, SPLIT";"391/360 / 30.06.2020";"53";9654.14;0;12067.67;"1615286008"
"313";"MMB MEDIA AGENTUR D.O.O.";"RADIO DARUVAR";"61710439158";"TRG DR. FRANJE TUĐMANA 7, DARUVAR";"391/360 / 30.06.2020";"67";2889;0;3611.25;"1615286008"
"314";"MMB MEDIA AGENTUR D.O.O.";"RADIO ĐAKOVO";"61710439158";"ULICA IVANA PAVLA II.9, ĐAKOVO";"391/360 / 30.06.2020";"21";1856.38;0;2320.48;"1615286008"
"315";"MMB MEDIA AGENTUR D.O.O.";"RADIO GORSKI KOTAR";"61710439158";"Trg 138 brigade HV 4, DELNICE";"391/360 / 30.06.2020";"67";3267.06;0;4083.83;"1615286008"
"316";"MMB MEDIA AGENTUR D.O.O.";"RADIO GRUBIŠNO POLJE";"61710439158";"TRG BANA JOSIPA JELAČIĆA 7, GRUBIŠNO POLJE";"391/360 / 30.06.2020";"67";1218.95;0;1523.69;"1615286008"
"317";"MMB MEDIA AGENTUR D.O.O.";"RADIO ISTRA";"61710439158";"Jurja Dobrile 6, PAZIN";"391/360 / 30.06.2020";"56";5442.98;0;6803.72;"1615286008"
"318";"MMB MEDIA AGENTUR D.O.O.";"RADIO JADRANKA";"61710439158";"Dražica 1, MALI LOŠINJ";"391/360 / 30.06.2020";"67";3216.67;0;4020.84;"1615286008"
"319";"MMB MEDIA AGENTUR D.O.O.";"RADIO KAJ";"61710439158";"Haendelova 4, PREČKO";"391/360 / 30.06.2020";"134";29006;0;36257.5;"1615286008"
"320";"MMB MEDIA AGENTUR D.O.O.";"RADIO KAJ";"61710439158";"HANDELOVA IL. 4, ZAGREB";"391/360 / 30.06.2020";"1";21271.07;0;26588.84;"1615286008"
"321";"MMB MEDIA AGENTUR D.O.O.";"RADIO KOPRIVNICA";"61710439158";"ZAGREBAČKA BB, KOPRIVNICA";"391/360 / 30.06.2020";"67";4426.83;0;5533.54;"1615286008"
"322";"MMB MEDIA AGENTUR D.O.O.";"RADIO KORZO";"61710439158";"Trpimirova 2, RIJEKA";"391/360 / 30.06.2020";"67";3033.78;0;3792.23;"1615286008"
"323";"MMB MEDIA AGENTUR D.O.O.";"RADIO KRIŽEVCI";"61710439158";"ANTUNA GUSTAVA MATOŠA 3, KRIŽEVCI";"391/360 / 30.06.2020";"67";6706.18;0;8382.72;"1615286008"
"324";"MMB MEDIA AGENTUR D.O.O.";"RADIO KRUGOVAL";"61710439158";"VLADIMIRA NAZORA 25, GAREŠNICA";"391/360 / 30.06.2020";"67";1721.95;0;2152.44;"1615286008"
"325";"MMB MEDIA AGENTUR D.O.O.";"RADIO LABIN";"61710439158";"RUDARSKA 3B, LABIN";"391/360 / 30.06.2020";"67";2948.46;0;3685.58;"1615286008"
"326";"MMB MEDIA AGENTUR D.O.O.";"RADIO MAESTRAL";"61710439158";"NARODNI TRG 3, PULA";"391/360 / 30.06.2020";"67";3863.46;0;4829.32;"1615286008"
"327";"MMB MEDIA AGENTUR D.O.O.";"RADIO MARTIN";"61710439158";"BJELOVARSKA 62, ZAGREB";"391/360 / 30.06.2020";"67";5935.72;0;7419.65;"1615286008"
"328";"MMB MEDIA AGENTUR D.O.O.";"RADIO MEGATON";"61710439158";"VARAŽDINSKA ULICA 49A, VIDOVEC";"391/360 / 30.06.2020";"67";4038.5;0;5048.13;"1615286008"
"329";"MMB MEDIA AGENTUR D.O.O.";"RADIO MIHOLJAC";"61710439158";"TRG ANTE STARČEVIĆA 5, DONJI MIHOLJAC";"391/360 / 30.06.2020";"21";887.58;0;1109.48;"1615286008"
"330";"MMB MEDIA AGENTUR D.O.O.";"RADIO MREŽNICA";"61710439158";"JOZEFINSKA ULICA 8, DUGA RESA";"391/360 / 30.06.2020";"67";5703.16;0;7128.95;"1615286008"
"331";"MMB MEDIA AGENTUR D.O.O.";"RADIO NAŠICE";"61710439158";"UL. JURE PEJAČEVIĆ 2, NAŠICE";"391/360 / 30.06.2020";"21";986.21;0;1232.76;"1615286008"
"332";"MMB MEDIA AGENTUR D.O.O.";"RADIO QUIRINUS";"61710439158";"Ante Starčevića 46, SISAK";"391/360 / 30.06.2020";"67";2979.5;0;3724.37;"1615286008"
"333";"MMB MEDIA AGENTUR D.O.O.";"RADIO RAB";"61710439158";"Banjol 6, RAB";"391/360 / 30.06.2020";"67";2170.47;0;2713.09;"1615286008"
"334";"MMB MEDIA AGENTUR D.O.O.";"RADIO RAGUSA";"61710439158";"DR. ANTE STARČEVIĆA 20, DUBROVNIK";"391/360 / 30.06.2020";"67";5749.5;0;7186.88;"1615286008"
"335";"MMB MEDIA AGENTUR D.O.O.";"RADIO RITAM";"61710439158";"STJEPANA RADIĆA 24, ŠIBENIK";"391/360 / 30.06.2020";"67";6079.95;0;7599.94;"1615286008"
"336";"MMB MEDIA AGENTUR D.O.O.";"RADIO SAMOBOR";"61710439158";"MIRKA KLEŠČIĆA 1/1, SAMOBOR";"391/360 / 30.06.2020";"67";6771.53;0;8464.41;"1615286008"
"337";"MMB MEDIA AGENTUR D.O.O.";"RADIO SJEVEROZAPAD";"61710439158";"PAVLINSKA 5/II, VARAŽDIN";"391/360 / 30.06.2020";"67";3052.59;0;3815.74;"1615286008"
"338";"MMB MEDIA AGENTUR D.O.O.";"RADIO STUBICA";"61710439158";"Toplička ulica 10/2, DONJA STUBICA";"391/360 / 30.06.2020";"134";8440.74;0;10550.93;"1615286008"
"339";"MMB MEDIA AGENTUR D.O.O.";"RADIO VRBOVEC";"61710439158";"TRG PETRA ZRINSKOG 7A, VRBOVEC";"391/360 / 30.06.2020";"67";5221.08;0;6526.35;"1615286008"
"340";"MMB MEDIA AGENTUR D.O.O.";"RADIO ZELINA";"61710439158";"TRG ANTE STARČEVIĆA 12, SVETI IVAN ZELINA";"391/360 / 30.06.2020";"67";4487.23;0;5609.04;"1615286008"
"341";"MMB MEDIA AGENTUR D.O.O.";"REGIONALNI TJEDNIK VARAŽDIN";"61710439158";"ANINA ULICA 11, VARAŽDIN";"390/360 / 30.06.2020";"2";3600;0;4500;"1615286008"
"342";"MMB MEDIA AGENTUR D.O.O.";"RIPORTAL.HR";"61710439158";"Krapinska 45, ZAGREB";"388/360 / 30.06.2020";"50000";4470;0;5587.5;"1615286008"
"343";"MMB MEDIA AGENTUR D.O.O.";"ROVINJ FM";"61710439158";"ZAGREBAČKA 12A, ROVINJ";"391/360 / 30.06.2020";"67";3734.72;0;4668.4;"1615286008"
"344";"MMB MEDIA AGENTUR D.O.O.";"RTL";"61710439158";"KRAPINSKA 45, ZAGREB";"392/360 / 30.06.2020";"176";99222.22;0;99222.22;"1615286008"
"345";"MMB MEDIA AGENTUR D.O.O.";"RTL";"61710439158";"KRAPINSKA 45, ZAGREB";"392/360 / 30.06.2020";"176";79377.78;0;99222.22;"1615286008"
"346";"MMB MEDIA AGENTUR D.O.O.";"RTL";"61710439158";"KRAPINSKA 45, ZAGREB";"392/360 / 30.06.2020";"176";79377.78;0;99222.22;"1615286008"
"347";"MMB MEDIA AGENTUR D.O.O.";"RTL";"61710439158";"KRAPINSKA 45, ZAGREB";"392/360 / 30.06.2020";"176";79377.78;0;99222.22;"1615286008"
"348";"MMB MEDIA AGENTUR D.O.O.";"RTL";"61710439158";"KRAPINSKA 45, ZAGREB";"392/360 / 30.06.2020";"176";79377.78;0;99222.22;"1615286008"
"349";"MMB MEDIA AGENTUR D.O.O.";"RTL";"61710439158";"KRAPINSKA 45, ZAGREB";"392/360 / 30.06.2020";"176";79377.78;0;99222.22;"1615286008"
"350";"MMB MEDIA AGENTUR D.O.O.";"RTL";"61710439158";"KRAPINSKA 45, ZAGREB";"392/360 / 30.06.2020";"176";79377.78;0;99222.22;"1615286008"
"351";"MMB MEDIA AGENTUR D.O.O.";"RTL";"61710439158";"KRAPINSKA 45, ZAGREB";"392/360 / 30.06.2020";"176";37600;0;47000;"1615286008"
"352";"MMB MEDIA AGENTUR D.O.O.";"RTL";"61710439158";"KRAPINSKA 45, ZAGREB";"392/360 / 30.06.2020";"176";79377.78;0;99222.22;"1615286008"
"353";"MMB MEDIA AGENTUR D.O.O.";"RTL";"61710439158";"KRAPINSKA 45, ZAGREB";"392/360 / 30.06.2020";"176";79377.79;0;99222.24;"1615286008"
"354";"MMB MEDIA AGENTUR D.O.O.";"RTL.HR";"61710439158";"Krapinska 45, ZAGREB";"388/360 / 30.06.2020";"900005";1983.35;0;2479.19;"1615286008"
"355";"MMB MEDIA AGENTUR D.O.O.";"RTL.HR";"61710439158";"Krapinska 45, ZAGREB";"388/360 / 30.06.2020";"900005";1983.35;0;2479.19;"1615286008"
"356";"MMB MEDIA AGENTUR D.O.O.";"RTL.HR";"61710439158";"Krapinska 45, ZAGREB";"388/360 / 30.06.2020";"900005";1983.35;0;2479.19;"1615286008"
"357";"MMB MEDIA AGENTUR D.O.O.";"RTL.HR";"61710439158";"Krapinska 45, ZAGREB";"388/360 / 30.06.2020";"900005";1983.35;0;2479.19;"1615286008"
"358";"MMB MEDIA AGENTUR D.O.O.";"RTL.HR";"61710439158";"Krapinska 45, ZAGREB";"388/360 / 30.06.2020";"900005";1983.35;0;2479.19;"1615286008"
"359";"MMB MEDIA AGENTUR D.O.O.";"RTL.HR";"61710439158";"Krapinska 45, ZAGREB";"388/360 / 30.06.2020";"900005";1983.35;0;2479.19;"1615286008"
"360";"MMB MEDIA AGENTUR D.O.O.";"RTL.HR";"61710439158";"Krapinska 45, ZAGREB";"388/360 / 30.06.2020";"900005";1983.35;0;2479.19;"1615286008"
"361";"MMB MEDIA AGENTUR D.O.O.";"RTL.HR";"61710439158";"Krapinska 45, ZAGREB";"388/360 / 30.06.2020";"900005";1983.35;0;2479.19;"1615286008"
"362";"MMB MEDIA AGENTUR D.O.O.";"RTL.HR";"61710439158";"Krapinska 45, ZAGREB";"388/360 / 30.06.2020";"900005";1983.33;0;2479.16;"1615286008"
"363";"MMB MEDIA AGENTUR D.O.O.";"SJEVER.HR";"61710439158";"Polje Krapinsko 151, KRAPINA";"388/360 / 30.06.2020";"50000";18000;0;22500;"1615286008"
"364";"MMB MEDIA AGENTUR D.O.O.";"SLAVONSKA MREŽA";"61710439158";"Cehovska 8, POŽEGA";"391/360 / 30.06.2020";"67";7609.5;0;9511.88;"1615286008"
"365";"MMB MEDIA AGENTUR D.O.O.";"SLAVONSKA MREŽA";"61710439158";"Cehovska 8, POŽEGA";"391/360 / 30.06.2020";"67";7609.51;0;9511.89;"1615286008"
"366";"MMB MEDIA AGENTUR D.O.O.";"SLOBODNADALMACIJA.HR";"61710439158";"Hrvatske mornarice 4, SPLIT";"388/360 / 30.06.2020";"892222";35000;0;43750;"1615286008"
"367";"MMB MEDIA AGENTUR D.O.O.";"SLOBODNADALMACIJA.HR";"61710439158";"Hrvatske mornarice 4, SPLIT";"388/360 / 30.06.2020";"892222";35000;0;43750;"1615286008"
"368";"MMB MEDIA AGENTUR D.O.O.";"SUPER RADIO - RADIO ČAZMA";"61710439158";"TRG ČAZMANSKOG KAPTOLA 13, ČAZMA";"391/360 / 30.06.2020";"67";4838.2;0;6047.75;"1615286008"
"369";"MMB MEDIA AGENTUR D.O.O.";"ŠIBENSKI.IN";"61710439158";"Kralja Zvonimira 16, ŠIBENIK";"388/360 / 30.06.2020";"50000";2415;0;3018.75;"1615286008"
"370";"MMB MEDIA AGENTUR D.O.O.";"TORPEDO.MEDIA";"61710439158";"ŽRTAVA FAŠIZMA 20, MATULJI";"388/360 / 30.06.2020";"40000";3068;0;3835;"1615286008"
"371";"MMB MEDIA AGENTUR D.O.O.";"TPORTAL.HR";"61710439158";"Ulica grada Vukovara 23/4, ZAGREB";"388/360 / 30.06.2020";"866540";6420.68;0;8025.85;"1615286008"
"372";"MMB MEDIA AGENTUR D.O.O.";"TPORTAL.HR";"61710439158";"Ulica grada Vukovara 23/4, ZAGREB";"388/360 / 30.06.2020";"866540";6420.68;0;8025.85;"1615286008"
"373";"MMB MEDIA AGENTUR D.O.O.";"TPORTAL.HR";"61710439158";"Ulica grada Vukovara 23/4, ZAGREB";"388/360 / 30.06.2020";"866540";6420.68;0;8025.85;"1615286008"
"374";"MMB MEDIA AGENTUR D.O.O.";"TPORTAL.HR";"61710439158";"Ulica grada Vukovara 23/4, ZAGREB";"388/360 / 30.06.2020";"866540";6420.68;0;8025.85;"1615286008"
